id,loss,accuracy
18,0.44361763530307347,0.8402777777777778
20,0.4346348616209897,0.8465909090909091
22,0.441779783138862,0.8413461538461539
24,0.43013812104860943,0.85
26,0.41066742293974934,0.8565891472868217
11,0.397333025932312,0.875
13,0.4244740307331085,0.8541666666666666
15,0.4482756495475769,0.8375
17,0.4457220137119293,0.8392857142857143
19,0.4344719549020131,0.8472222222222222
21,0.4187371703711423,0.8579545454545454
23,0.4145866002027805,0.8605769230769231
25,0.42358055810133616,0.8541666666666666
27,0.4081586555523031,0.8565891472868217
12,0.20630748569965363,1.0
14,0.35869041581948596,0.8958333333333334
16,0.42678219377994536,0.85
18,0.42961641933236805,0.8482142857142857
20,0.46174803210629356,0.8263888888888888
22,0.44056035578250885,0.8409090909090909
24,0.433219754925141,0.8461538461538461
26,0.4210712899764379,0.8541666666666666
28,0.40564777307650624,0.8565891472868217
13,0.5688461661338806,0.75
15,0.35290364921092987,0.8958333333333334
17,0.3488377958536148,0.9
19,0.37300831718104227,0.8839285714285714
21,0.3865049100584454,0.875
23,0.3864262821999463,0.875
25,0.39399747321238887,0.8701923076923077
27,0.3999497185150782,0.8666666666666667
29,0.44640325535746184,0.8565891472868217
14,0.5895881652832031,0.75
16,0.4840007921059926,0.8125
18,0.42593533992767335,0.85
20,0.41452686701502117,0.8571428571428571
22,0.4298294054137336,0.8472222222222222
24,0.43960499221628363,0.8409090909090909
26,0.4164683520793915,0.8557692307692307
28,0.418474272886912,0.8541666666666666
30,0.44457098841667175,0.8565891472868217
15,0.18628613650798798,1.0
17,0.3511744886636734,0.8958333333333334
19,0.38439362347126005,0.875
21,0.3551254634346281,0.8928571428571429
23,0.4062034901645448,0.8611111111111112
25,0.40242099084637384,0.8636363636363636
27,0.4151606594140713,0.8557692307692307
29,0.417636850476265,0.8541666666666666
31,0.4019502497771207,0.8565891472868217
16,0.38338303565979004,0.875
18,0.4187304476896922,0.8541666666666666
20,0.36361753940582275,0.8875
22,0.3835505587714059,0.875
24,0.3837013476424747,0.875
26,0.39295271851799707,0.8693181818181818
28,0.39926510820022,0.8653846153846154
30,0.38321893811225893,0.875
32,0.442448484546998,0.8565891472868217
17,0.4846992790699005,0.8125
19,0.3479972183704376,0.8958333333333334
21,0.38153250217437745,0.875
23,0.39606075414589476,0.8660714285714286
25,0.42616547975275254,0.8472222222222222
27,0.4276909977197647,0.8465909090909091
29,0.4204983883179151,0.8509615384615384
31,0.42243344684441886,0.85
33,0.39987340832457824,0.8565891472868217
18,0.3870147466659546,0.875
20,0.3836391270160675,0.875
22,0.34086066782474517,0.9
24,0.36676414736679624,0.8839285714285714
26,0.35843803650803036,0.8888888888888888
28,0.4090694473548369,0.8579545454545454
30,0.404877727994552,0.8605769230769231
32,0.4088897774616877,0.8583333333333333
34,0.400083807461402,0.8565891472868217
19,0.1726083755493164,1.0
21,0.4144671559333801,0.8541666666666666
23,0.4022651195526123,0.8625
25,0.3671314886638096,0.8839285714285714
27,0.35840431849161786,0.8888888888888888
29,0.41188476844267413,0.8579545454545454
31,0.42304996802256656,0.8509615384615384
33,0.4178224325180054,0.8541666666666666
35,0.40077617238549623,0.8565891472868217
20,0.3794446885585785,0.875
22,0.38066716988881427,0.875
24,0.422030109167099,0.85
26,0.4570372870990208,0.8303571428571429
28,0.45322763588693404,0.8333333333333334
30,0.4490134119987488,0.8352272727272727
32,0.4301324784755707,0.8461538461538461
34,0.41666860282421114,0.8541666666666666
36,0.3990933921407251,0.8565891472868217
21,0.379404753446579,0.875
23,0.3434670815865199,0.8958333333333334
25,0.33622237145900724,0.9
27,0.3793097862175533,0.875
29,0.4151799612575107,0.8541666666666666
31,0.4184438532049006,0.8522727272727273
33,0.4279104723380162,0.8461538461538461
35,0.4216650625069936,0.85
37,0.3976396094350254,0.8565891472868217
22,0.37921375036239624,0.875
24,0.30892056226730347,0.9166666666666666
26,0.4266903519630432,0.85
28,0.3973365809236254,0.8660714285714286
30,0.4049303498533037,0.8611111111111112
32,0.3911819403821772,0.8693181818181818
34,0.4146759189092196,0.8557692307692307
36,0.4028276125590006,0.8625
38,0.40168491794782524,0.8565891472868217
23,0.4884544909000397,0.8125
25,0.41528473297754925,0.8541666666666666
27,0.4261854887008667,0.85
29,0.4114569468157632,0.8571428571428571
31,0.4290000448624293,0.8472222222222222
33,0.4299031157385219,0.8465909090909091
35,0.43882278410288006,0.8413461538461539
37,0.41579274435838065,0.8541666666666666
39,0.3979748995865093,0.8565891472868217
24,0.27691641449928284,0.9375
26,0.380983829498291,0.875
28,0.4257882654666901,0.85
30,0.4116835721901485,0.8571428571428571
32,0.3908326327800751,0.8680555555555556
34,0.4184819216077978,0.8522727272727273
36,0.4212261461294614,0.8509615384615384
38,0.40060906211535136,0.8625
40,0.39910246694789214,0.8565891472868217
25,0.4881610870361328,0.8125
27,0.4562673370043437,0.8333333333333334
29,0.44824251532554626,0.8375
31,0.39688109287193846,0.8660714285714286
33,0.404598883456654,0.8611111111111112
35,0.3793145729736848,0.875
37,0.3883211280290897,0.8701923076923077
39,0.4097498466571172,0.8583333333333333
41,0.3993372356190401,0.8565891472868217
26,0.26890677213668823,0.9375
28,0.3779642979303996,0.875
30,0.37711074352264407,0.875
32,0.4252437310559409,0.8482142857142857
34,0.4152160949177212,0.8541666666666666
36,0.4181391082026742,0.8522727272727273
38,0.4035999752007998,0.8605769230769231
40,0.4073598325252533,0.8583333333333333
42,0.3970380495576298,0.8565891472868217
27,0.3793427646160126,0.875
29,0.30200501283009845,0.9166666666666666
31,0.3329969525337219,0.9
33,0.3766821878296988,0.875
35,0.37693661948045093,0.875
37,0.3773179745132273,0.875
39,0.4035114680345242,0.8605769230769231
41,0.4154236783583959,0.8541666666666666
43,0.44333984308383045,0.8565891472868217
28,0.6050706505775452,0.75
30,0.453316996494929,0.8333333333333334
32,0.5133869588375092,0.8
34,0.47524978859083994,0.8214285714285714
36,0.42810330126020646,0.8472222222222222
38,0.4200751347975297,0.8522727272727273
40,0.40508480484669024,0.8605769230769231
42,0.4087800900141398,0.8583333333333333
44,0.398616538328283,0.8565891472868217
29,0.26501014828681946,0.9375
31,0.41730056206385296,0.8541666666666666
33,0.42394781708717344,0.85
35,0.4764905103615352,0.8214285714285714
37,0.47989339960945976,0.8194444444444444
39,0.4517291188240051,0.8352272727272727
41,0.4492099743623,0.8365384615384616
43,0.4168509523073832,0.8541666666666666
45,0.3986455885802998,0.8565891472868217
30,0.3806888461112976,0.875
32,0.4880176782608032,0.8125
34,0.46744515299797057,0.825
36,0.45765693698610577,0.8303571428571429
38,0.42745254437128705,0.8472222222222222
40,0.41792236133055255,0.8522727272727273
42,0.4280162866298969,0.8461538461538461
44,0.4289981245994568,0.8458333333333333
46,0.39713407965267405,0.8565891472868217
31,0.15439313650131226,1.0
33,0.4188559254010518,0.8541666666666666
35,0.40274778604507444,0.8625
37,0.41129856024469647,0.8571428571428571
39,0.41589204801453483,0.8541666666666666
41,0.41000623865561053,0.8579545454545454
43,0.4056043097606072,0.8605769230769231
45,0.41638814806938174,0.8541666666666666
47,0.39849865085938396,0.8565891472868217
32,0.48840630054473877,0.8125
34,0.3810517092545827,0.875
36,0.3112702339887619,0.9125
38,0.3797135502099991,0.875
40,0.40378351509571075,0.8611111111111112
42,0.3999880403280258,0.8636363636363636
44,0.4142145434251198,0.8557692307692307
46,0.4174664547046026,0.8541666666666666
48,0.44647398152772116,0.8565891472868217
33,0.2601514160633087,0.9375
35,0.3389517813920975,0.8958333333333334
37,0.30847359299659727,0.9125
39,0.3442190034048898,0.8928571428571429
41,0.3143282350566652,0.9097222222222222
43,0.34718032723123377,0.8920454545454546
45,0.35165817118608034,0.8894230769230769
47,0.39293239216009773,0.8666666666666667
49,0.39799710669938254,0.8565891472868217
34,0.48933833837509155,0.8125
36,0.37707193692525226,0.875
38,0.33290432691574096,0.9
40,0.3612428137234279,0.8839285714285714
42,0.4279274145762126,0.8472222222222222
44,0.3883682435209101,0.8693181818181818
46,0.4132232895264259,0.8557692307692307
48,0.4234997550646464,0.85
50,0.3981243512209724,0.8565891472868217
35,0.2684544026851654,0.9375
37,0.5282699962457021,0.7916666666666666
39,0.510507094860077,0.8
41,0.4884577691555023,0.8125
43,0.4514223237832387,0.8333333333333334
45,0.42888323014432733,0.8465909090909091
47,0.412515782392942,0.8557692307692307
49,0.4232782463232676,0.85
51,0.3978412326644449,0.8565891472868217
36,0.3790893852710724,0.875
38,0.4143928090731303,0.8541666666666666
40,0.37810420989990234,0.875
42,0.46063245620046345,0.8303571428571429
44,0.44229546520445084,0.8402777777777778
46,0.42011982473460113,0.8522727272727273
48,0.4226329716352316,0.8509615384615384
50,0.4168080151081085,0.8541666666666666
52,0.4464516201440026,0.8565891472868217
37,0.49807050824165344,0.8125
39,0.4915746748447418,0.8125
41,0.46734326481819155,0.825
43,0.4261343479156494,0.8482142857142857
45,0.48977991607454086,0.8125
47,0.47010054100643506,0.8238636363636364
49,0.4476213501049922,0.8365384615384616
51,0.4305720031261444,0.8458333333333333
53,0.39855272804989533,0.8565891472868217
38,0.4843651056289673,0.8125
40,0.2649807383616765,0.9375
42,0.26694025099277496,0.9375
44,0.3306623420545033,0.9017857142857143
46,0.4173377801974614,0.8541666666666666
48,0.38955365121364594,0.8693181818181818
50,0.3874515558664615,0.8701923076923077
52,0.4077323208252589,0.8583333333333333
54,0.3977149979156606,0.8565891472868217
39,0.49244022369384766,0.8125
41,0.3750782112280528,0.875
43,0.39996265172958373,0.8625
45,0.37753657358033316,0.875
47,0.3768372701274024,0.875
49,0.376939058303833,0.875
51,0.3937431871891022,0.8653846153846154
53,0.4069213092327118,0.8583333333333333
55,0.39668052775018353,0.8565891472868217
40,0.3762761354446411,0.875
42,0.3025966187318166,0.9166666666666666
44,0.37740925550460813,0.875
46,0.4762785860470363,0.8214285714285714
48,0.4163266635603375,0.8541666666666666
50,0.39951602572744543,0.8636363636363636
52,0.3881201491906093,0.8701923076923077
54,0.40905160903930665,0.8583333333333333
56,0.3985264985000386,0.8565891472868217
41,0.2625642716884613,0.9375
43,0.3379829525947571,0.8958333333333334
45,0.3529991865158081,0.8875
47,0.3926014176436833,0.8660714285714286
49,0.4150775108072493,0.8541666666666666
51,0.41854970021681354,0.8522727272727273
53,0.42952297971798825,0.8461538461538461
55,0.4155959089597066,0.8541666666666666
57,0.4469674860729891,0.8565891472868217
42,0.26042672991752625,0.9375
44,0.26510198414325714,0.9375
46,0.35273200571537017,0.8875
48,0.3436713708298547,0.8928571428571429
50,0.3394661562310325,0.8958333333333334
52,0.3674838068810376,0.8806818181818182
54,0.39508688335235304,0.8653846153846154
56,0.4080940455198288,0.8583333333333333
58,0.3976925436188193,0.8565891472868217
43,0.489542692899704,0.8125
45,0.4524815281232198,0.8333333333333334
47,0.37787580490112305,0.875
49,0.40972353305135456,0.8571428571428571
51,0.37818099558353424,0.875
53,0.39874040403149347,0.8636363636363636
55,0.38712064119485706,0.8701923076923077
57,0.4004355212052663,0.8625
59,0.4457835747915156,0.8565891472868217
44,0.4902324080467224,0.8125
46,0.4511183698972066,0.8333333333333334
48,0.44366292357444764,0.8375
50,0.44138141189302715,0.8392857142857143
52,0.4411449664168888,0.8402777777777778
54,0.41945000941103155,0.8522727272727273
56,0.41316429468301624,0.8557692307692307
58,0.41588900685310365,0.8541666666666666
60,0.4424961332012625,0.8565891472868217
45,0.49431726336479187,0.8125
47,0.4909932315349579,0.8125
49,0.4232236623764038,0.85
51,0.363280360187803,0.8839285714285714
53,0.3795613878303104,0.875
55,0.399972679940137,0.8636363636363636
57,0.40571120839852554,0.8605769230769231
59,0.4241623361905416,0.85
61,0.3993167368804707,0.8565891472868217
46,0.37934476137161255,0.875
48,0.41688499848047894,0.8541666666666666
50,0.40120936632156373,0.8625
52,0.3785115735871451,0.875
54,0.4019079837534163,0.8611111111111112
56,0.41660028425129975,0.8522727272727273
58,0.393890034693938,0.8653846153846154
60,0.4215070903301239,0.85
62,0.3974864333868027,0.8565891472868217
47,0.383629709482193,0.875
49,0.37782394886016846,0.875
51,0.40027955174446106,0.8625
53,0.41060157333101543,0.8571428571428571
55,0.4161955482429928,0.8541666666666666
57,0.41957453706047754,0.8522727272727273
59,0.42188044924002427,0.8509615384615384
61,0.408650666475296,0.8583333333333333
63,0.398904702242683,0.8565891472868217
48,0.4846617877483368,0.8125
50,0.45232043663660687,0.8333333333333334
52,0.42096105217933655,0.85
54,0.3932062600340162,0.8660714285714286
56,0.4132336742348141,0.8541666666666666
58,0.4063353619792245,0.8579545454545454
60,0.4116022242949559,0.8557692307692307
62,0.4080102384090424,0.8583333333333333
64,0.48457202315330505,0.8565891472868217
49,0.5990053415298462,0.75
51,0.4159294068813324,0.8541666666666666
53,0.40204704403877256,0.8625
55,0.42707676546914236,0.8482142857142857
57,0.39187975890106624,0.8680555555555556
59,0.42879279228773987,0.8465909090909091
61,0.404716636125858,0.8605769230769231
63,0.4083193083604177,0.8583333333333333
65,0.39854293886352987,0.8565891472868217
50,0.7072215676307678,0.6875
52,0.4916117588678996,0.8125
54,0.4662435412406921,0.825
56,0.4569962705884661,0.8303571428571429
58,0.4389783243338267,0.8402777777777778
60,0.44692405516451056,0.8352272727272727
62,0.4275163205770346,0.8461538461538461
64,0.42096206148465476,0.85
66,0.39669572079882903,0.8565891472868217
51,0.378724604845047,0.875
53,0.3053728888432185,0.9166666666666666
55,0.3804569572210312,0.875
57,0.379610327737672,0.875
59,0.3790277938048045,0.875
61,0.399939778176221,0.8636363636363636
63,0.43205826786848217,0.8461538461538461
65,0.4249767343203227,0.85
67,0.3996913503198063,0.8565891472868217
52,0.26350903511047363,0.9375
54,0.30384228626887005,0.9166666666666666
56,0.39984326958656313,0.8625
58,0.36181001578058514,0.8839285714285714
60,0.39040173093477887,0.8680555555555556
62,0.4083819172599099,0.8579545454545454
64,0.41178575387367833,0.8557692307692307
66,0.4143222749233246,0.8541666666666666
68,0.3971901395741631,0.8565891472868217
53,0.4859486222267151,0.8125
55,0.37443746129671734,0.875
57,0.35417996644973754,0.8875
59,0.36217945388385225,0.8839285714285714
61,0.35370755692323047,0.8888888888888888
63,0.357935679229823,0.8863636363636364
65,0.3786760511306616,0.875
67,0.40095329185326894,0.8625
69,0.3974030087975895,0.8565891472868217
54,0.15387780964374542,1.0
56,0.30541063845157623,0.9166666666666666
58,0.31215993165969846,0.9125
60,0.3483482003211975,0.8928571428571429
62,0.3418898946709103,0.8958333333333334
64,0.3491278886795044,0.8920454545454546
66,0.37018272509941685,0.8798076923076923
68,0.3865614473819733,0.8708333333333333
70,0.3983441941878375,0.8565891472868217
55,0.2672722637653351,0.9375
57,0.49448903401692706,0.8125
59,0.5156584501266479,0.8
61,0.44437362040792194,0.8392857142857143
63,0.40401605599456364,0.8611111111111112
65,0.429880598729307,0.8465909090909091
67,0.4216344482623614,0.8509615384615384
69,0.41553795437018076,0.8541666666666666
71,0.3981206899180132,0.8565891472868217
56,0.37507665157318115,0.875
58,0.5280496577421824,0.7916666666666666
60,0.5374291956424713,0.7875
62,0.5069181450775692,0.8035714285714286
64,0.46546570625570083,0.8263888888888888
66,0.43948494439775293,0.8409090909090909
68,0.4126510814978526,0.8557692307692307
70,0.40734743972619375,0.8583333333333333
72,0.3971544959965874,0.8565891472868217
57,0.38265901803970337,0.875
59,0.4591464300950368,0.8333333333333334
61,0.4497237801551819,0.8375
63,0.41212337783404757,0.8571428571428571
65,0.40551792581876117,0.8611111111111112
67,0.4104751402681524,0.8579545454545454
69,0.3883731972712737,0.8701923076923077
71,0.41716133058071136,0.8541666666666666
73,0.3988672328345916,0.8565891472868217
58,0.37804174423217773,0.875
60,0.3407213091850281,0.8958333333333334
62,0.33240659832954406,0.9
64,0.3781326285430363,0.875
66,0.36564357744322884,0.8819444444444444
68,0.40940354628996417,0.8579545454545454
70,0.4125637091123141,0.8557692307692307
72,0.41549099882443746,0.8541666666666666
74,0.3981899163302253,0.8565891472868217
59,0.7171069383621216,0.6875
61,0.4511916736761729,0.8333333333333334
63,0.44563233852386475,0.8375
65,0.4096022461141859,0.8571428571428571
67,0.4537658923202091,0.8333333333333334
69,0.42005572535774927,0.8522727272727273
71,0.431208624289586,0.8461538461538461
73,0.41662683586279553,0.8541666666666666
75,0.3987952111398472,0.8565891472868217
